wl_nm,n,k
1433,1.600816833,0
1434,1.600809667,0
1435,1.6008025,0
1436,1.600795333,0
1437,1.600788167,0
1438,1.600781,0
1439,1.600774,0
1440,1.600767,0
1441,1.60076,0
1442,1.600753,0
1443,1.600746,0
1444,1.600739,0
1445,1.600732167,0
1446,1.600725333,0
1447,1.6007185,0
1448,1.600711667,0
1449,1.600704833,0
1450,1.600698,0
1451,1.600691167,0
1452,1.600684333,0
1453,1.6006775,0
1454,1.600670667,0
1455,1.600663833,0
1456,1.600657,0
1457,1.600650167,0
1458,1.600643333,0
1459,1.6006365,0
1460,1.600629667,0
1461,1.600622833,0
1462,1.600616,0
1463,1.600609333,0
1464,1.600602667,0
1465,1.600596,0
1466,1.600589333,0
1467,1.600582667,0
1468,1.600576,0
1469,1.600569333,0
1470,1.600562667,0
1471,1.600556,0
1472,1.600549333,0
1473,1.600542667,0
1474,1.600536,0
1475,1.6005295,0
1476,1.600523,0
1477,1.6005165,0
1478,1.60051,0
1479,1.6005035,0
1480,1.600497,0
1481,1.600490667,0
1482,1.600484333,0
1483,1.600478,0
1484,1.600471667,0
1485,1.600465333,0
1486,1.600459,0
1487,1.6004525,0
1488,1.600446,0
1489,1.6004395,0
1490,1.600433,0
1491,1.6004265,0
1492,1.60042,0
1493,1.600413667,0
1494,1.600407333,0
1495,1.600401,0
1496,1.600394667,0
1497,1.600388333,0
1498,1.600382,0
1499,1.600375833,0
1500,1.600369667,0
1501,1.6003635,0
1502,1.600357333,0
1503,1.600351167,0
1504,1.600345,0
1505,1.600338833,0
1506,1.600332667,0
1507,1.6003265,0
1508,1.600320333,0
1509,1.600314167,0
1510,1.600308,0
1511,1.600302,0
1512,1.600296,0
1513,1.60029,0
1514,1.600284,0
1515,1.600278,0
1516,1.600272,0
1517,1.600266,0
1518,1.60026,0
1519,1.600254,0
1520,1.600248,0
1521,1.600242,0
1522,1.600236,0
1523,1.60023,0
1524,1.600224,0
1525,1.600218,0
1526,1.600212,0
1527,1.600206,0
1528,1.6002,0
1529,1.600194167,0
1530,1.600188333,0
1531,1.6001825,0
1532,1.600176667,0
1533,1.600170833,0
1534,1.600165,0
1535,1.600159167,0
1536,1.600153333,0
1537,1.6001475,0
1538,1.600141667,0
1539,1.600135833,0
1540,1.60013,0
1541,1.600124333,0
1542,1.600118667,0
1543,1.600113,0
1544,1.600107333,0
1545,1.600101667,0
1546,1.600096,0
1547,1.600090333,0
1548,1.600084667,0
1549,1.600079,0
1550,1.600073333,0
1551,1.600067667,0
1552,1.600062,0
1553,1.6000565,0
1554,1.600051,0
1555,1.6000455,0
1556,1.60004,0
1557,1.6000345,0
1558,1.600029,0
1559,1.600023333,0
1560,1.600017667,0
1561,1.600012,0
1562,1.600006333,0
1563,1.600000667,0
1564,1.599995,0
1565,1.599989667,0
1566,1.599984333,0
1567,1.599979,0
1568,1.599973667,0
1569,1.599968333,0
1570,1.599963,0
1571,1.5999575,0
1572,1.599952,0
1573,1.5999465,0
1574,1.599941,0
1575,1.5999355,0
1576,1.59993,0
1577,1.599924667,0
1578,1.599919333,0
1579,1.599914,0
1580,1.599908667,0
1581,1.599903333,0
1582,1.599898,0
1583,1.599892667,0
1584,1.599887333,0
1585,1.599882,0
1586,1.599876667,0
1587,1.599871333,0
1588,1.599866,0
1589,1.599860833,0
1590,1.599855667,0
1591,1.5998505,0
1592,1.599845333,0
1593,1.599840167,0
1594,1.599835,0
1595,1.599829833,0
1596,1.599824667,0
1597,1.5998195,0
1598,1.599814333,0
1599,1.599809167,0
1600,1.599804,0
1601,1.599798833,0
1602,1.599793667,0
1603,1.5997885,0
1604,1.599783333,0
1605,1.599778167,0
1606,1.599773,0
1607,1.599768,0
1608,1.599763,0
1609,1.599758,0
1610,1.599753,0
1611,1.599748,0
1612,1.599743,0
1613,1.599738,0
1614,1.599733,0
1615,1.599728,0
1616,1.599723,0
1617,1.599718,0
1618,1.599713,0
1619,1.599708,0
1620,1.599703,0
1621,1.599698,0
1622,1.599693,0
1623,1.599688,0
1624,1.599683,0
1625,1.599678167,0
1626,1.599673333,0
1627,1.5996685,0
1628,1.599663667,0
1629,1.599658833,0
1630,1.599654,0
1631,1.599649167,0
1632,1.599644333,0
1633,1.5996395,0
1634,1.599634667,0
1635,1.599629833,0
1636,1.599625,0
1637,1.599620167,0
1638,1.599615333,0
1639,1.5996105,0
1640,1.599605667,0
1641,1.599600833,0
1642,1.599596,0
1643,1.599591333,0
1644,1.599586667,0
1645,1.599582,0
1646,1.599577333,0
1647,1.599572667,0
1648,1.599568,0
1649,1.599563333,0
1650,1.599558667,0
1651,1.599554,0
1652,1.599549333,0
1653,1.599544667,0
1654,1.59954,0
1655,1.599535333,0
1656,1.599530667,0
1657,1.599526,0
1658,1.599521333,0
1659,1.599516667,0
1660,1.599512,0
1661,1.5995075,0
1662,1.599503,0
1663,1.5994985,0
1664,1.599494,0
1665,1.5994895,0
1666,1.599485,0
1667,1.5994805,0
1668,1.599476,0
1669,1.5994715,0
1670,1.599467,0
1671,1.5994625,0
1672,1.599458,0
1673,1.5994535,0
1674,1.599449,0
1675,1.5994445,0
1676,1.59944,0
1677,1.5994355,0
1678,1.599431,0
1679,1.5994265,0
1680,1.599422,0
1681,1.5994175,0
1682,1.599413,0
1683,1.5994085,0
1684,1.599404,0
1685,1.599399667,0
1686,1.599395333,0
1687,1.599391,0
1688,1.599386667,0
1689,1.599382333,0
1690,1.599378,0
1691,1.599373667,0
1692,1.599369333,0
1693,1.599365,0
1694,1.599360667,0
1695,1.599356333,0
1696,1.599352,0
1697,1.599347667,0
1698,1.599343333,0
1699,1.599339,0
1700,1.599334667,0
1701,1.599330333,0
1702,1.599326,0
1703,1.599321833,0
1704,1.599317667,0
1705,1.5993135,0
1706,1.599309333,0
1707,1.599305167,0
1708,1.599301,0
1709,1.599296667,0
1710,1.599292333,0
1711,1.599288,0
1712,1.599283667,0
1713,1.599279333,0
1714,1.599275,0
1715,1.599270833,0
1716,1.599266667,0
1717,1.5992625,0
1718,1.599258333,0
1719,1.599254167,0
1720,1.59925,0
1721,1.599246,0
1722,1.599242,0
1723,1.599238,0
1724,1.599234,0
1725,1.59923,0
1726,1.599226,0
1727,1.599221833,0
1728,1.599217667,0
1729,1.5992135,0
1730,1.599209333,0
1731,1.599205167,0
1732,1.599201,0
1733,1.599197,0
1734,1.599193,0
1735,1.599189,0
1736,1.599185,0
1737,1.599181,0
1738,1.599177,0
1739,1.599173,0
1740,1.599169,0
1741,1.599165,0
1742,1.599161,0
1743,1.599157,0
1744,1.599153,0
1745,1.599149,0
1746,1.599145,0
1747,1.599141,0
1748,1.599137,0
1749,1.599133,0
1750,1.599129,0
1751,1.599125167,0
1752,1.599121333,0
1753,1.5991175,0
1754,1.599113667,0
1755,1.599109833,0
1756,1.599106,0
1757,1.599102,0
1758,1.599098,0
1759,1.599094,0
1760,1.59909,0
1761,1.599086,0
1762,1.599082,0
1763,1.599078333,0
1764,1.599074667,0
1765,1.599071,0
1766,1.599067333,0
1767,1.599063667,0
1768,1.59906,0
1769,1.599056167,0
1770,1.599052333,0
1771,1.5990485,0
1772,1.599044667,0
1773,1.599040833,0
1774,1.599037,0
1775,1.599033167,0
1776,1.599029333,0
1777,1.5990255,0
1778,1.599021667,0
1779,1.599017833,0
1780,1.599014,0
1781,1.599010333,0
1782,1.599006667,0
1783,1.599003,0
1784,1.598999333,0
1785,1.598995667,0
1786,1.598992,0
1787,1.598988333,0
1788,1.598984667,0
1789,1.598981,0
1790,1.598977333,0
1791,1.598973667,0
1792,1.59897,0
1793,1.598966333,0
1794,1.598962667,0
1795,1.598959,0
1796,1.598955333,0
1797,1.598951667,0
1798,1.598948,0
1799,1.598944333,0
1800,1.598940667,0
1801,1.598937,0
1802,1.598933333,0
1803,1.598929667,0
1804,1.598926,0
1805,1.5989225,0
1806,1.598919,0
1807,1.5989155,0
1808,1.598912,0
1809,1.5989085,0
1810,1.598905,0
1811,1.5989015,0
1812,1.598898,0
1813,1.5988945,0
1814,1.598891,0
1815,1.5988875,0
1816,1.598884,0
1817,1.5988805,0
1818,1.598877,0
1819,1.5988735,0
1820,1.59887,0
1821,1.5988665,0
1822,1.598863,0
1823,1.5988595,0
1824,1.598856,0
1825,1.5988525,0
1826,1.598849,0
1827,1.5988455,0
1828,1.598842,0
1829,1.5988385,0
1830,1.598835,0
1831,1.5988315,0
1832,1.598828,0
1833,1.5988245,0
1834,1.598821,0
1835,1.598817667,0
1836,1.598814333,0
1837,1.598811,0
1838,1.598807667,0
1839,1.598804333,0
1840,1.598801,0
1841,1.598797667,0
1842,1.598794333,0
1843,1.598791,0
1844,1.598787667,0
1845,1.598784333,0
1846,1.598781,0
1847,1.598777667,0
1848,1.598774333,0
1849,1.598771,0
1850,1.598767667,0
1851,1.598764333,0
1852,1.598761,0
1853,1.598757667,0
1854,1.598754333,0
1855,1.598751,0
1856,1.598747667,0
1857,1.598744333,0
1858,1.598741,0
1859,1.598737667,0
1860,1.598734333,0
1861,1.598731,0
1862,1.598727667,0
1863,1.598724333,0
1864,1.598721,0
1865,1.598717833,0
1866,1.598714667,0
1867,1.5987115,0
1868,1.598708333,0
1869,1.598705167,0
1870,1.598702,0
1871,1.598698833,0
1872,1.598695667,0
1873,1.5986925,0
1874,1.598689333,0
1875,1.598686167,0
1876,1.598683,0
1877,1.598679667,0
1878,1.598676333,0
1879,1.598673,0
1880,1.598669667,0
1881,1.598666333,0
1882,1.598663,0
1883,1.598659833,0
1884,1.598656667,0
1885,1.5986535,0
1886,1.598650333,0
1887,1.598647167,0
1888,1.598644,0
1889,1.598641,0
1890,1.598638,0
1891,1.598635,0
1892,1.598632,0
1893,1.598629,0
1894,1.598626,0
1895,1.598622833,0
1896,1.598619667,0
1897,1.5986165,0
1898,1.598613333,0
1899,1.598610167,0
1900,1.598607,0
1901,1.598604,0
1902,1.598601,0
1903,1.598598,0
1904,1.598595,0
1905,1.598592,0
1906,1.598589,0
1907,1.598586,0
1908,1.598583,0
1909,1.59858,0
1910,1.598577,0
1911,1.598574,0
1912,1.598571,0
1913,1.598568,0
1914,1.598565,0
1915,1.598562,0
1916,1.598559,0
1917,1.598556,0
1918,1.598553,0
1919,1.59855,0
1920,1.598547,0
1921,1.598544,0
1922,1.598541,0
1923,1.598538,0
1924,1.598535,0
1925,1.598532,0
1926,1.598529,0
1927,1.598526,0
1928,1.598523,0
1929,1.59852,0
1930,1.598517,0
1931,1.598514167,0
1932,1.598511333,0
1933,1.5985085,0
1934,1.598505667,0
1935,1.598502833,0
1936,1.5985,0
1937,1.598497,0
1938,1.598494,0
1939,1.598491,0
1940,1.598488,0
1941,1.598485,0
1942,1.598482,0
1943,1.598479167,0
1944,1.598476333,0
1945,1.5984735,0
1946,1.598470667,0
1947,1.598467833,0
1948,1.598465,0
1949,1.598462167,0
1950,1.598459333,0
1951,1.5984565,0
1952,1.598453667,0
1953,1.598450833,0
1954,1.598448,0
1955,1.598445167,0
1956,1.598442333,0
1957,1.5984395,0
1958,1.598436667,0
1959,1.598433833,0
1960,1.598431,0
1961,1.598428167,0
1962,1.598425333,0
1963,1.5984225,0
1964,1.598419667,0
1965,1.598416833,0
1966,1.598414,0
1967,1.598411333,0
1968,1.598408667,0
1969,1.598406,0
1970,1.598403333,0
1971,1.598400667,0
1972,1.598398,0
1973,1.598395167,0
1974,1.598392333,0
1975,1.5983895,0
1976,1.598386667,0
1977,1.598383833,0
1978,1.598381,0
1979,1.598378333,0
1980,1.598375667,0
1981,1.598373,0
1982,1.598370333,0
1983,1.598367667,0
1984,1.598365,0
1985,1.598362333,0
1986,1.598359667,0
1987,1.598357,0
1988,1.598354333,0
1989,1.598351667,0
1990,1.598349,0
1991,1.598346333,0
1992,1.598343667,0
1993,1.598341,0
1994,1.598338333,0
1995,1.598335667,0
1996,1.598333,0
1997,1.598330333,0
1998,1.598327667,0
1999,1.598325,0
2000,1.598322333,0
2001,1.598319667,0
2002,1.598317,0
2003,1.598314333,0
2004,1.598311667,0
2005,1.598309,0
2006,1.598306333,0
2007,1.598303667,0
2008,1.598301,0
2009,1.5982985,0
2010,1.598296,0
2011,1.5982935,0
2012,1.598291,0
2013,1.5982885,0
2014,1.598286,0
2015,1.598283333,0
2016,1.598280667,0
2017,1.598278,0
2018,1.598275333,0
2019,1.598272667,0
2020,1.59827,0
2021,1.5982675,0
2022,1.598265,0
2023,1.5982625,0
2024,1.59826,0
2025,1.5982575,0
2026,1.598255,0
2027,1.5982525,0
2028,1.59825,0
2029,1.5982475,0
2030,1.598245,0
2031,1.5982425,0
2032,1.59824,0
2033,1.5982375,0
2034,1.598235,0
2035,1.5982325,0
2036,1.59823,0
2037,1.5982275,0
2038,1.598225,0
2039,1.5982225,0
2040,1.59822,0
2041,1.5982175,0
2042,1.598215,0
2043,1.5982125,0
2044,1.59821,0
2045,1.5982075,0
2046,1.598205,0
2047,1.5982025,0
2048,1.5982,0
2049,1.5981975,0
2050,1.598195,0
2051,1.598192667,0
2052,1.598190333,0
2053,1.598188,0
2054,1.598185667,0
2055,1.598183333,0
2056,1.598181,0
2057,1.5981785,0
2058,1.598176,0
2059,1.5981735,0
2060,1.598171,0
2061,1.5981685,0
2062,1.598166,0
2063,1.598163667,0
2064,1.598161333,0
2065,1.598159,0
2066,1.598156667,0
2067,1.598154333,0
2068,1.598152,0
2069,1.5981495,0
2070,1.598147,0
2071,1.5981445,0
2072,1.598142,0
2073,1.5981395,0
2074,1.598137,0
2075,1.598134667,0
2076,1.598132333,0
2077,1.59813,0
2078,1.598127667,0
2079,1.598125333,0
2080,1.598123,0
2081,1.598120667,0
2082,1.598118333,0
2083,1.598116,0
2084,1.598113667,0
2085,1.598111333,0
2086,1.598109,0
2087,1.598106667,0
2088,1.598104333,0
2089,1.598102,0
2090,1.598099667,0
2091,1.598097333,0
2092,1.598095,0
2093,1.598092833,0
2094,1.598090667,0
2095,1.5980885,0
2096,1.598086333,0
2097,1.598084167,0
2098,1.598082,0
2099,1.598079667,0
2100,1.598077333,0
2101,1.598075,0
2102,1.598072667,0
2103,1.598070333,0
2104,1.598068,0
2105,1.598065833,0
2106,1.598063667,0
2107,1.5980615,0
2108,1.598059333,0
2109,1.598057167,0
2110,1.598055,0
2111,1.598052667,0
2112,1.598050333,0
2113,1.598048,0
2114,1.598045667,0
2115,1.598043333,0
2116,1.598041,0
2117,1.598038833,0
2118,1.598036667,0
2119,1.5980345,0
2120,1.598032333,0
2121,1.598030167,0
2122,1.598028,0
2123,1.598025833,0
2124,1.598023667,0
2125,1.5980215,0
2126,1.598019333,0
2127,1.598017167,0
2128,1.598015,0
2129,1.598012667,0
2130,1.598010333,0
2131,1.598008,0
2132,1.598005667,0
2133,1.598003333,0
2134,1.598001,0
2135,1.597998833,0
2136,1.597996667,0
2137,1.5979945,0
2138,1.597992333,0
2139,1.597990167,0
2140,1.597988,0
2141,1.597986,0
2142,1.597984,0
2143,1.597982,0
2144,1.59798,0
2145,1.597978,0
2146,1.597976,0
2147,1.597973833,0
2148,1.597971667,0
2149,1.5979695,0
2150,1.597967333,0
2151,1.597965167,0
2152,1.597963,0
2153,1.597960833,0
2154,1.597958667,0
2155,1.5979565,0
2156,1.597954333,0
2157,1.597952167,0
2158,1.59795,0
2159,1.597948,0
2160,1.597946,0
2161,1.597944,0
2162,1.597942,0
2163,1.59794,0
2164,1.597938,0
2165,1.597935833,0
2166,1.597933667,0
2167,1.5979315,0
2168,1.597929333,0
2169,1.597927167,0
2170,1.597925,0
2171,1.597923,0
2172,1.597921,0
2173,1.597919,0
2174,1.597917,0
2175,1.597915,0
2176,1.597913,0
2177,1.597911,0
2178,1.597909,0
2179,1.597907,0
2180,1.597905,0
2181,1.597903,0
2182,1.597901,0
2183,1.597898833,0
2184,1.597896667,0
2185,1.5978945,0
2186,1.597892333,0
2187,1.597890167,0
2188,1.597888,0
2189,1.597886,0
2190,1.597884,0
2191,1.597882,0
2192,1.59788,0
2193,1.597878,0
2194,1.597876,0
2195,1.597874,0
2196,1.597872,0
2197,1.59787,0
2198,1.597868,0
2199,1.597866,0
2200,1.597864,0
2201,1.597862167,0
2202,1.597860333,0
2203,1.5978585,0
2204,1.597856667,0
2205,1.597854833,0
2206,1.597853,0
2207,1.597851,0
2208,1.597849,0
2209,1.597847,0
2210,1.597845,0
2211,1.597843,0
2212,1.597841,0
2213,1.597839,0
2214,1.597837,0
2215,1.597835,0
2216,1.597833,0
2217,1.597831,0
2218,1.597829,0
2219,1.597827167,0
2220,1.597825333,0
2221,1.5978235,0
2222,1.597821667,0
2223,1.597819833,0
2224,1.597818,0
2225,1.597816,0
2226,1.597814,0
2227,1.597812,0
2228,1.59781,0
2229,1.597808,0
2230,1.597806,0
2231,1.597804167,0
2232,1.597802333,0
2233,1.5978005,0
2234,1.597798667,0
2235,1.597796833,0
2236,1.597795,0
2237,1.597793,0
2238,1.597791,0
2239,1.597789,0
2240,1.597787,0
2241,1.597785,0
2242,1.597783,0
2243,1.597781167,0
2244,1.597779333,0
2245,1.5977775,0
2246,1.597775667,0
2247,1.597773833,0
2248,1.597772,0
2249,1.597770167,0
2250,1.597768333,0
2251,1.5977665,0
2252,1.597764667,0
2253,1.597762833,0
2254,1.597761,0
2255,1.597759167,0
2256,1.597757333,0
2257,1.5977555,0
2258,1.597753667,0
2259,1.597751833,0
2260,1.59775,0
2261,1.597748167,0
2262,1.597746333,0
2263,1.5977445,0
2264,1.597742667,0
2265,1.597740833,0
2266,1.597739,0
2267,1.597737167,0
2268,1.597735333,0
2269,1.5977335,0
2270,1.597731667,0
2271,1.597729833,0
2272,1.597728,0
2273,1.597726333,0
2274,1.597724667,0
2275,1.597723,0
2276,1.597721333,0
2277,1.597719667,0
2278,1.597718,0
2279,1.597716167,0
2280,1.597714333,0
2281,1.5977125,0
2282,1.597710667,0
2283,1.597708833,0
2284,1.597707,0
2285,1.597705167,0
2286,1.597703333,0
2287,1.5977015,0
2288,1.597699667,0
2289,1.597697833,0
2290,1.597696,0
2291,1.597694333,0
2292,1.597692667,0
2293,1.597691,0
2294,1.597689333,0
2295,1.597687667,0
2296,1.597686,0
2297,1.597684167,0
2298,1.597682333,0
2299,1.5976805,0
2300,1.597678667,0
2301,1.597676833,0
2302,1.597675,0
2303,1.597673333,0
2304,1.597671667,0
2305,1.59767,0
2306,1.597668333,0
2307,1.597666667,0
2308,1.597665,0
2309,1.597663333,0
2310,1.597661667,0
2311,1.59766,0
2312,1.597658333,0
2313,1.597656667,0
2314,1.597655,0
2315,1.597653333,0
2316,1.597651667,0
2317,1.59765,0
2318,1.597648333,0
2319,1.597646667,0
2320,1.597645,0
2321,1.597643167,0
2322,1.597641333,0
2323,1.5976395,0
2324,1.597637667,0
2325,1.597635833,0
2326,1.597634,0
2327,1.597632333,0
2328,1.597630667,0
2329,1.597629,0
2330,1.597627333,0
2331,1.597625667,0
2332,1.597624,0
2333,1.597622333,0
2334,1.597620667,0
2335,1.597619,0
2336,1.597617333,0
2337,1.597615667,0
2338,1.597614,0
2339,1.5976125,0
2340,1.597611,0
2341,1.5976095,0
2342,1.597608,0
2343,1.5976065,0
2344,1.597605,0
2345,1.597603333,0
2346,1.597601667,0
2347,1.5976,0
2348,1.597598333,0
2349,1.597596667,0
2350,1.597595,0
2351,1.597593333,0
2352,1.597591667,0
2353,1.59759,0
2354,1.597588333,0
2355,1.597586667,0
2356,1.597585,0
2357,1.597583333,0
2358,1.597581667,0
2359,1.59758,0
2360,1.597578333,0
2361,1.597576667,0
2362,1.597575,0
2363,1.5975735,0
2364,1.597572,0
2365,1.5975705,0
2366,1.597569,0
2367,1.5975675,0
2368,1.597566,0
2369,1.597564333,0
2370,1.597562667,0
2371,1.597561,0
2372,1.597559333,0
2373,1.597557667,0
2374,1.597556,0
2375,1.5975545,0
2376,1.597553,0
2377,1.5975515,0
2378,1.59755,0
2379,1.5975485,0
2380,1.597547,0
2381,1.5975455,0
2382,1.597544,0
2383,1.5975425,0
2384,1.597541,0
2385,1.5975395,0
2386,1.597538,0
2387,1.597536333,0
2388,1.597534667,0
2389,1.597533,0
2390,1.597531333,0
2391,1.597529667,0
2392,1.597528,0
2393,1.5975265,0
2394,1.597525,0
2395,1.5975235,0
2396,1.597522,0
2397,1.5975205,0
2398,1.597519,0
2399,1.5975175,0
2400,1.597516,0
2401,1.5975145,0
2402,1.597513,0
2403,1.5975115,0
2404,1.59751,0
2405,1.5975085,0
2406,1.597507,0
2407,1.5975055,0
2408,1.597504,0
2409,1.5975025,0
2410,1.597501,0
2411,1.5974995,0
2412,1.597498,0
2413,1.5974965,0
2414,1.597495,0
2415,1.5974935,0
2416,1.597492,0
2417,1.5974905,0
2418,1.597489,0
2419,1.5974875,0
2420,1.597486,0
2421,1.5974845,0
2422,1.597483,0
2423,1.5974815,0
2424,1.59748,0
2425,1.5974785,0
2426,1.597477,0
2427,1.5974755,0
2428,1.597474,0
2429,1.5974725,0
2430,1.597471,0
2431,1.5974695,0
2432,1.597468,0
2433,1.5974665,0
2434,1.597465,0
2435,1.5974635,0
2436,1.597462,0
2437,1.5974605,0
2438,1.597459,0
2439,1.5974575,0
2440,1.597456,0
2441,1.597454667,0
2442,1.597453333,0
2443,1.597452,0
2444,1.597450667,0
2445,1.597449333,0
2446,1.597448,0
2447,1.5974465,0
2448,1.597445,0
2449,1.5974435,0
2450,1.597442,0
2451,1.5974405,0
2452,1.597439,0
2453,1.5974375,0
2454,1.597436,0
2455,1.5974345,0
2456,1.597433,0
2457,1.5974315,0
2458,1.59743,0
2459,1.597428667,0
2460,1.597427333,0
2461,1.597426,0
2462,1.597424667,0
2463,1.597423333,0
2464,1.597422,0
2465,1.5974205,0
2466,1.597419,0
2467,1.5974175,0
2468,1.597416,0
2469,1.5974145,0
2470,1.597413,0
2471,1.597411667,0
2472,1.597410333,0
2473,1.597409,0
2474,1.597407667,0
2475,1.597406333,0
2476,1.597405,0
2477,1.597403667,0
2478,1.597402333,0
2479,1.597401,0
2480,1.597399667,0
2481,1.597398333,0
2482,1.597397,0
2483,1.5973955,0
2484,1.597394,0
2485,1.5973925,0
2486,1.597391,0
2487,1.5973895,0
2488,1.597388,0
2489,1.597386667,0
2490,1.597385333,0
2491,1.597384,0
2492,1.597382667,0
2493,1.597381333,0
2494,1.59738,0
2495,1.597378667,0
2496,1.597377333,0
2497,1.597376,0
2498,1.597374667,0
2499,1.597373333,0
2500,1.597372,0