WLnm,Rdata
1048.755548,0.401888556
1051.41259,0.40403381
1054.069632,0.398313133
1058.055194,0.416905333
1063.037148,0.39330754
1064.033538,0.426916518
1065.694189,0.446223804
1069.347622,0.463385835
1072.668924,0.490559052
1075.325966,0.507005999
1078.315138,0.464816005
1081.30431,0.42405618
1081.63644,0.389732117
1083.297091,0.354692969
1084.957742,0.313933144
1087.282654,0.294625859
1093.260998,0.311072806
1096.5823,0.375430424
1098.575082,0.430491942
1102.228514,0.477687528
1102.892775,0.533464131
1105.549816,0.590670903
1106.546207,0.620704458
1107.874728,0.652168182
1112.856681,0.675050891
1118.170765,0.640726828
1120.827807,0.590670903
1122.488458,0.549195993
1125.80976,0.508436168
1127.802541,0.491274137
1131.788104,0.482693121
1138.098578,0.506290914
1142.084141,0.470536682
1146.733964,0.482693121
1147.730355,0.524168031
1150.387397,0.573508871
1153.044438,0.662179368
1154.372959,0.720816309
1157.030001,0.766581726
1160.019173,0.72725207
1164.336866,0.702939192
1165.333257,0.677196145
1168.986689,0.629285474
1170.31521,0.58709548
1171.643731,0.53632447
1174.300773,0.481978036
1175.297164,0.428346688
1179.282726,0.385441609
1182.936159,0.411899741
1185.593201,0.475542274
1191.239414,0.409754487
1193.232196,0.470536682
1196.221368,0.460525497
1197.217758,0.473397021
1199.21054,0.409754487
1203.528233,0.49484956
1204.856754,0.434067365
1208.178056,0.47482719
1210.835098,0.451944481
1211.831488,0.419765672
1214.1564,0.43478245
1216.813442,0.38258127
1220.466874,0.426201434
1222.459655,0.395452794
1226.445218,0.431207026
1228.77013,0.38401144
1233.087823,0.363989069
1236.741255,0.378290762
1243.71599,0.370424831
1248.697943,0.371139916
1249.362204,0.352547715
1255.672678,0.335385684
1256.669069,0.318938737
1259.658241,0.339676191
1261.318892,0.320368906
1263.643803,0.335385684
1264.640194,0.314648229
1269.290017,0.326804668
1273.60771,0.312502975
1278.921794,0.312502975
1280.914575,0.295340943
1283.903747,0.300346536
1286.892919,0.287475012
1289.217831,0.293910774
1290.878482,0.276033658
1297.188956,0.315363313
1300.178128,0.338246022
1301.838779,0.370424831
1304.163691,0.387586863
1306.156472,0.439072957
1311.138426,0.454089735
1312.466946,0.391162286
1314.791858,0.372570085
1316.784639,0.325374498
1320.438072,0.286759927
1325.420025,0.284614674
1328.409197,0.30106162
1330.401979,0.284614674
1333.05902,0.291050435
1333.723281,0.271028065
1338.373104,0.27174315
1339.701625,0.255296203
1343.355057,0.254581118
1344.351448,0.242424679
1348.337011,0.254581118
1350.661922,0.230983325
1353.318964,0.244569933
1357.636657,0.228122986
1359.629438,0.246715187
1360.957959,0.262447049
1366.272043,0.284614674
1369.261215,0.276748742
1373.578908,0.311072806
1376.23595,0.417620418
1379.889382,0.423341095
1384.871335,0.366849408
1389.853289,0.375430424
1399.152935,0.316793483
1400.813586,0.24099451
1407.12406,0.184502823
1410.445363,0.152324014
1412.438144,0.187363161
1417.087967,0.171631299
1418.748618,0.203810108
1422.069921,0.177351976
1424.726962,0.213106209
1426.055483,0.184502823
1428.712525,0.200234685
1433.694478,0.200234685
1434.690869,0.170916215
1438.012171,0.130871474
1442.994125,0.143027913
1444.322646,0.193798923
1450.63312,0.201664854
1450.96525,0.258156542
1453.622292,0.285329758
1455.615073,0.360413646
1456.279334,0.411184656
1461.261287,0.483408206
1462.257678,0.575654125
1466.575371,0.601397172
1468.900282,0.645017336
1471.225194,0.557777009
1473.550105,0.445508719
1474.878626,0.369709747
1480.19271,0.279609081
1481.521231,0.202379939
1485.174663,0.269597896
1486.503184,0.098692665
1490.156617,0.200234685
1493.477919,0.113709443
1496.799221,0.223117394
1500.784784,0.111564189
1504.770347,0.221687225
1507.095258,0.109418935
1509.088039,0.197374347
1512.741472,0.10870385
1515.730644,0.218826886
1519.051946,0.112994358
1522.041118,0.113709443
1524.0339,0.200234685
1527.023072,0.110849104
1530.012244,0.197374347
1532.337155,0.097262496
1534.994197,0.20094977
1538.647629,0.185932992
1539.97615,0.200234685
1541.636802,0.168055876
1543.629583,0.1995196
1544.958104,0.246715187
1548.279406,0.248860441
1550.604318,0.283184504
1552.264969,0.228838071
1556.914792,0.286759927
1557.911183,0.229553156
1559.903964,0.287475012
1562.561006,0.23169841
1564.885917,0.286759927
1565.550178,0.265307388
1573.189173,0.267452642
1576.510475,0.25029061
1579.167517,0.25029061
1581.160298,0.308212467
1581.824559,0.25172078
1586.142252,0.294625859
1587.138642,0.235988917
1591.456335,0.255296203
1592.452726,0.293195689
1598.09894,0.293910774
1600.091721,0.279609081
1604.077284,0.278178912
1604.741544,0.236704002
1607.398586,0.332525345
1608.727107,0.237419087
1614.041191,0.331095176
1615.701842,0.280324166
1621.015925,0.278893996
1624.337227,0.235273833
1625.997879,0.293195689
1627.3264,0.280324166
1630.315572,0.294625859
1633.636874,0.275318573
1634.301134,0.352547715
1637.290306,0.297486197
1638.950957,0.3532628
1640.943739,0.297486197
1644.265041,0.35183263
1645.261432,0.30106162
1648.250604,0.321799075