wl,n,k
0.7880000000,4.6805250000,0.0161039300
0.7890000000,4.6770240000,0.0159160100
0.7900000000,4.6735590000,0.0157304100
0.7910000000,4.6701290000,0.0155470900
0.7920000000,4.6667320000,0.0153660400
0.7930000000,4.6633690000,0.0151872400
0.7940000000,4.6600380000,0.0150106500
0.7950000000,4.6567390000,0.0148362700
0.7960000000,4.6534720000,0.0146640700
0.7970000000,4.6502360000,0.0144940300
0.7980000000,4.6470310000,0.0143261300
0.7990000000,4.6438550000,0.0141603500
0.8000000000,4.6407090000,0.0139966700
0.8010000000,4.6375930000,0.0138350700
0.8020000000,4.6345040000,0.0136755300
0.8030000000,4.6314440000,0.0135180300
0.8040000000,4.6284110000,0.0133625600
0.8050000000,4.6254060000,0.0132090900
0.8060000000,4.6224280000,0.0130576000
0.8070000000,4.6194760000,0.0129080800
0.8080000000,4.6165510000,0.0127605100
0.8090000000,4.6136510000,0.0126147800
0.8100000000,4.6107770000,0.0124704700
0.8110000000,4.6079280000,0.0123275400
0.8120000000,4.6051040000,0.0121859700
0.8130000000,4.6023040000,0.0120457600
0.8140000000,4.5995280000,0.0119068800
0.8150000000,4.5967750000,0.0117693200
0.8160000000,4.5940450000,0.0116330800
0.8170000000,4.5913370000,0.0114981300
0.8180000000,4.5886520000,0.0113644700
0.8190000000,4.5859890000,0.0112320800
0.8200000000,4.5833470000,0.0111009600
0.8210000000,4.5807270000,0.0109710900
0.8220000000,4.5781280000,0.0108424500
0.8230000000,4.5755500000,0.0107150400
0.8240000000,4.5729920000,0.0105888500
0.8250000000,4.5704540000,0.0104638600
0.8260000000,4.5679360000,0.0103400600
0.8270000000,4.5654370000,0.0102174500
0.8280000000,4.5629580000,0.0100960000
0.8290000000,4.5604980000,0.0099757190
0.8300000000,4.5580570000,0.0098565830
0.8310000000,4.5556340000,0.0097385870
0.8320000000,4.5532290000,0.0096217190
0.8330000000,4.5508430000,0.0095059690
0.8340000000,4.5484740000,0.0093913270
0.8350000000,4.5461230000,0.0092777830
0.8360000000,4.5437890000,0.0091653280
0.8370000000,4.5414730000,0.0090539510
0.8380000000,4.5391730000,0.0089436430
0.8390000000,4.5368900000,0.0088343930
0.8400000000,4.5346240000,0.0087261950
0.8410000000,4.5323740000,0.0086190360
0.8420000000,4.5301400000,0.0085129090
0.8430000000,4.5279210000,0.0084078050
0.8440000000,4.5257190000,0.0083037140
0.8450000000,4.5235320000,0.0082006280
0.8460000000,4.5213600000,0.0080985370
0.8470000000,4.5192040000,0.0079974340
0.8480000000,4.5170620000,0.0078973100
0.8490000000,4.5149350000,0.0077981560
0.8500000000,4.5128230000,0.0076999640
0.8510000000,4.5107260000,0.0076027260
0.8520000000,4.5086420000,0.0075064330
0.8530000000,4.5065730000,0.0074110780
0.8540000000,4.5045170000,0.0073166530
0.8550000000,4.5024760000,0.0072231490
0.8560000000,4.5004480000,0.0071305600
0.8570000000,4.4984330000,0.0070388770
0.8580000000,4.4964320000,0.0069480930
0.8590000000,4.4944440000,0.0068582000
0.8600000000,4.4924690000,0.0067691910
0.8610000000,4.4905080000,0.0066810590
0.8620000000,4.4885580000,0.0065937960
0.8630000000,4.4866220000,0.0065073950
0.8640000000,4.4846980000,0.0064218490
0.8650000000,4.4827860000,0.0063371510
0.8660000000,4.4808860000,0.0062532950
0.8670000000,4.4789990000,0.0061702730
0.8680000000,4.4771230000,0.0060880780
0.8690000000,4.4752600000,0.0060067040
0.8700000000,4.4734080000,0.0059261450
0.8710000000,4.4715680000,0.0058463930
0.8720000000,4.4697390000,0.0057674430
0.8730000000,4.4679210000,0.0056892870
0.8740000000,4.4661150000,0.0056119200
0.8750000000,4.4643200000,0.0055353360
0.8760000000,4.4625360000,0.0054595270
0.8770000000,4.4607630000,0.0053844880
0.8780000000,4.4590000000,0.0053102140
0.8790000000,4.4572490000,0.0052366970
0.8800000000,4.4555080000,0.0051639320
0.8810000000,4.4537770000,0.0050919130
0.8820000000,4.4520570000,0.0050206340
0.8830000000,4.4503470000,0.0049500910
0.8840000000,4.4486470000,0.0048802750
0.8850000000,4.4469580000,0.0048111840
0.8860000000,4.4452780000,0.0047428100
0.8870000000,4.4436080000,0.0046751480
0.8880000000,4.4419480000,0.0046081930
0.8890000000,4.4402980000,0.0045419390
0.8900000000,4.4386570000,0.0044763810
0.8910000000,4.4370260000,0.0044115150
0.8920000000,4.4354050000,0.0043473340
0.8930000000,4.4337920000,0.0042838330
0.8940000000,4.4321890000,0.0042210070
0.8950000000,4.4305960000,0.0041588520
0.8960000000,4.4290110000,0.0040973620
0.8970000000,4.4274350000,0.0040365320
0.8980000000,4.4258680000,0.0039763580
0.8990000000,4.4243100000,0.0039168340
0.9000000000,4.4227610000,0.0038579560
0.9010000000,4.4212210000,0.0037997190
0.9020000000,4.4196890000,0.0037421180
0.9030000000,4.4181660000,0.0036851490
0.9040000000,4.4166510000,0.0036288070
0.9050000000,4.4151440000,0.0035730870
0.9060000000,4.4136460000,0.0035179860
0.9070000000,4.4121560000,0.0034634970
0.9080000000,4.4106750000,0.0034096180
0.9090000000,4.4092010000,0.0033563440
0.9100000000,4.4077360000,0.0033036690
0.9110000000,4.4062780000,0.0032515910
0.9120000000,4.4048290000,0.0032001050
0.9130000000,4.4033870000,0.0031492060
0.9140000000,4.4019530000,0.0030988900
0.9150000000,4.4005260000,0.0030491540
0.9160000000,4.3991080000,0.0029999930
0.9170000000,4.3976970000,0.0029514030
0.9180000000,4.3962930000,0.0029033800
0.9190000000,4.3948970000,0.0028559200
0.9200000000,4.3935080000,0.0028090200
0.9210000000,4.3921270000,0.0027626740
0.9220000000,4.3907520000,0.0027168810
0.9230000000,4.3893860000,0.0026716340
0.9240000000,4.3880260000,0.0026269320
0.9250000000,4.3866730000,0.0025827700
0.9260000000,4.3853280000,0.0025391440
0.9270000000,4.3839890000,0.0024960510
0.9280000000,4.3826570000,0.0024534870
0.9290000000,4.3813320000,0.0024114490
0.9300000000,4.3800140000,0.0023699320
0.9310000000,4.3787030000,0.0023289340
0.9320000000,4.3773990000,0.0022884510
0.9330000000,4.3761010000,0.0022484790
0.9340000000,4.3748100000,0.0022090150
0.9350000000,4.3735250000,0.0021700550
0.9360000000,4.3722470000,0.0021315970
0.9370000000,4.3709750000,0.0020936370
0.9380000000,4.3697100000,0.0020561710
0.9390000000,4.3684510000,0.0020191960
0.9400000000,4.3671980000,0.0019827100
0.9410000000,4.3659520000,0.0019467080
0.9420000000,4.3647120000,0.0019111870
0.9430000000,4.3634780000,0.0018761450
0.9440000000,4.3622500000,0.0018415790
0.9450000000,4.3610280000,0.0018074840
0.9460000000,4.3598130000,0.0017738590
0.9470000000,4.3586030000,0.0017407000
0.9480000000,4.3573990000,0.0017080040
0.9490000000,4.3562010000,0.0016757670
0.9500000000,4.3550090000,0.0016439880
0.9510000000,4.3538230000,0.0016126630
0.9520000000,4.3526430000,0.0015817890
0.9530000000,4.3514680000,0.0015513640
0.9540000000,4.3502990000,0.0015213840
0.9550000000,4.3491360000,0.0014918470
0.9560000000,4.3479790000,0.0014627490
0.9570000000,4.3468260000,0.0014340890
0.9580000000,4.3456800000,0.0014058630
0.9590000000,4.3445390000,0.0013780680
0.9600000000,4.3434030000,0.0013507020
0.9610000000,4.3422730000,0.0013237630
0.9620000000,4.3411480000,0.0012972470
0.9630000000,4.3400290000,0.0012711510
0.9640000000,4.3389150000,0.0012454740
0.9650000000,4.3378060000,0.0012202130
0.9660000000,4.3367030000,0.0011953650
0.9670000000,4.3356040000,0.0011709270
0.9680000000,4.3345110000,0.0011468970
0.9690000000,4.3334230000,0.0011232720
0.9700000000,4.3323400000,0.0011000510
0.9710000000,4.3312620000,0.0010772300
0.9720000000,4.3301890000,0.0010548070
0.9730000000,4.3291210000,0.0010327800
0.9740000000,4.3280580000,0.0010111460
0.9750000000,4.3270000000,0.0009899035
0.9760000000,4.3259470000,0.0009690491
0.9770000000,4.3248990000,0.0009485809
0.9780000000,4.3238560000,0.0009284965
0.9790000000,4.3228170000,0.0009087937
0.9800000000,4.3217830000,0.0008894701
0.9810000000,4.3207540000,0.0008705237
0.9820000000,4.3197300000,0.0008519520
0.9830000000,4.3187100000,0.0008337528
0.9840000000,4.3176950000,0.0008159240
0.9850000000,4.3166850000,0.0007984634
0.9860000000,4.3156790000,0.0007813688
0.9870000000,4.3146780000,0.0007646380
0.9880000000,4.3136810000,0.0007482690
0.9890000000,4.3126890000,0.0007322596
0.9900000000,4.3117020000,0.0007166077
0.9910000000,4.3107180000,0.0007013112
0.9920000000,4.3097390000,0.0006863680
0.9930000000,4.3087650000,0.0006717762
0.9940000000,4.3077950000,0.0006575337
0.9950000000,4.3068300000,0.0006436384
0.9960000000,4.3058680000,0.0006300885
0.9970000000,4.3049110000,0.0006168818
0.9980000000,4.3039580000,0.0006040165
0.9990000000,4.3030100000,0.0005914906
1.0000000000,4.3020660000,0.0005793021
1.0025000000,4.2997230000,0.0005502947
1.0050000000,4.2974070000,0.0005233550
1.0075000000,4.2951160000,0.0004984540
1.0100000000,4.2928500000,0.0004755633
1.0125000000,4.2906090000,0.0004546552
1.0150000000,4.2883920000,0.0004357023
1.0175000000,4.2862000000,0.0004186779
1.0200000000,4.2840310000,0.0004035558
1.0225000000,4.2818860000,0.0003903103
1.0250000000,4.2797650000,0.0003789161
1.0275000000,4.2776660000,0.0003693485
1.0300000000,4.2755910000,0.0003615833
1.0325000000,4.2735380000,0.0003555966
1.0350000000,4.2715080000,0.0003513649
1.0375000000,4.2695010000,0.0003484382
1.0400000000,4.2675170000,0.0003456251
1.0425000000,4.2655540000,0.0003428560
1.0450000000,4.2636130000,0.0003401300
1.0475000000,4.2616920000,0.0003374460
1.0500000000,4.2597910000,0.0003348032
1.0525000000,4.2579100000,0.0003322006
1.0550000000,4.2560490000,0.0003296375
1.0575000000,4.2542070000,0.0003271128
1.0600000000,4.2523830000,0.0003246259
1.0625000000,4.2505780000,0.0003221759
1.0650000000,4.2487910000,0.0003197620
1.0675000000,4.2470220000,0.0003173834
1.0700000000,4.2452710000,0.0003150394
1.0725000000,4.2435360000,0.0003127294
1.0750000000,4.2418190000,0.0003104525
1.0775000000,4.2401190000,0.0003082080
1.0800000000,4.2384350000,0.0003059955
1.0825000000,4.2367680000,0.0003038140
1.0850000000,4.2351160000,0.0003016632
1.0875000000,4.2334800000,0.0002995422
1.0900000000,4.2318600000,0.0002974506
1.0925000000,4.2302560000,0.0002953878
1.0950000000,4.2286660000,0.0002933531
1.0975000000,4.2270910000,0.0002913460
1.1000000000,4.2255310000,0.0002893660
1.1025000000,4.2239860000,0.0002874125
1.1050000000,4.2224550000,0.0002854851
1.1075000000,4.2209380000,0.0002835832
1.1100000000,4.2194350000,0.0002817063
1.1125000000,4.2179450000,0.0002798540
1.1150000000,4.2164690000,0.0002780258
1.1175000000,4.2150070000,0.0002762213
1.1200000000,4.2135570000,0.0002744399
1.1225000000,4.2121210000,0.0002726814
1.1250000000,4.2106980000,0.0002709451
1.1275000000,4.2092870000,0.0002692308
1.1300000000,4.2078880000,0.0002675381
1.1325000000,4.2065020000,0.0002658665
1.1350000000,4.2051280000,0.0002642156
1.1375000000,4.2037670000,0.0002625851
1.1400000000,4.2024170000,0.0002609747
1.1425000000,4.2010780000,0.0002593838
1.1450000000,4.1997520000,0.0002578124
1.1475000000,4.1984360000,0.0002562598
1.1500000000,4.1971320000,0.0002547259
1.1525000000,4.1958390000,0.0002532104
1.1550000000,4.1945580000,0.0002517128
1.1575000000,4.1932870000,0.0002502329
1.1600000000,4.1920260000,0.0002487703
1.1625000000,4.1907770000,0.0002473249
1.1650000000,4.1895370000,0.0002458963
1.1675000000,4.1883080000,0.0002444841
1.1700000000,4.1870900000,0.0002430882
1.1725000000,4.1858810000,0.0002417082
1.1750000000,4.1846830000,0.0002403439
1.1775000000,4.1834940000,0.0002389950
1.1800000000,4.1823150000,0.0002376614
1.1825000000,4.1811460000,0.0002363426
1.1850000000,4.1799860000,0.0002350385
1.1875000000,4.1788350000,0.0002337489
1.1900000000,4.1776940000,0.0002324734
1.1925000000,4.1765620000,0.0002312120
1.1950000000,4.1754390000,0.0002299642
1.1975000000,4.1743250000,0.0002287301
1.2000000000,4.1732200000,0.0002275092
1.2025000000,4.1721240000,0.0002263014
1.2050000000,4.1710360000,0.0002251066
1.2075000000,4.1699570000,0.0002239244
1.2100000000,4.1688860000,0.0002227548
1.2125000000,4.1678240000,0.0002215974
1.2150000000,4.1667700000,0.0002204522
1.2175000000,4.1657250000,0.0002193189
1.2200000000,4.1646870000,0.0002181973
1.2225000000,4.1636570000,0.0002170873
1.2250000000,4.1626350000,0.0002159888
1.2275000000,4.1616220000,0.0002149014
1.2300000000,4.1606150000,0.0002138251
1.2325000000,4.1596170000,0.0002127596
1.2350000000,4.1586260000,0.0002117049
1.2375000000,4.1576430000,0.0002106608
1.2400000000,4.1566670000,0.0002096270
1.2425000000,4.1556980000,0.0002086036
1.2450000000,4.1547370000,0.0002075902
1.2475000000,4.1537830000,0.0002065868
1.2500000000,4.1528360000,0.0002055932
1.2525000000,4.1518960000,0.0002046093
1.2550000000,4.1509630000,0.0002036349
1.2575000000,4.1500360000,0.0002026699
1.2600000000,4.1491170000,0.0002017142
1.2625000000,4.1482040000,0.0002007676
1.2650000000,4.1472980000,0.0001998301
1.2675000000,4.1463990000,0.0001989014
1.2700000000,4.1455060000,0.0001979814
1.2725000000,4.1446200000,0.0001970701
1.2750000000,4.1437400000,0.0001961673
1.2775000000,4.1428660000,0.0001952729
1.2800000000,4.1419990000,0.0001943868
1.2825000000,4.1411380000,0.0001935088
1.2850000000,4.1402830000,0.0001926389
1.2875000000,4.1394340000,0.0001917770
1.2900000000,4.1385910000,0.0001909229
1.2925000000,4.1377540000,0.0001900765
1.2950000000,4.1369230000,0.0001892377
1.2975000000,4.1360980000,0.0001884065
1.3000000000,4.1352790000,0.0001875827
1.3025000000,4.1344650000,0.0001867662
1.3050000000,4.1336570000,0.0001859569
1.3075000000,4.1328550000,0.0001851548
1.3100000000,4.1320580000,0.0001843598
1.3125000000,4.1312670000,0.0001835716
1.3150000000,4.1304810000,0.0001827904
1.3175000000,4.1297010000,0.0001820159
1.3200000000,4.1289260000,0.0001812481
1.3225000000,4.1281560000,0.0001804869
1.3250000000,4.1273910000,0.0001797322
1.3275000000,4.1266320000,0.0001789840
1.3300000000,4.1258780000,0.0001782421
1.3325000000,4.1251290000,0.0001775064
1.3350000000,4.1243850000,0.0001767770
1.3375000000,4.1236460000,0.0001760536
1.3400000000,4.1229120000,0.0001753364
1.3425000000,4.1221830000,0.0001746250
1.3450000000,4.1214580000,0.0001739196
1.3475000000,4.1207390000,0.0001732199
1.3500000000,4.1200240000,0.0001725261
1.3525000000,4.1193140000,0.0001718378
1.3550000000,4.1186090000,0.0001711552
1.3575000000,4.1179080000,0.0001704782
1.3600000000,4.1172120000,0.0001698066
1.3625000000,4.1165210000,0.0001691404
1.3650000000,4.1158340000,0.0001684795
1.3675000000,4.1151510000,0.0001678239
1.3700000000,4.1144730000,0.0001671736
1.3725000000,4.1138000000,0.0001665284
1.3750000000,4.1131300000,0.0001658882
1.3775000000,4.1124650000,0.0001652531
1.3800000000,4.1118050000,0.0001646230
1.3825000000,4.1111480000,0.0001639978
1.3850000000,4.1104960000,0.0001633774
1.3875000000,4.1098480000,0.0001627618
1.3900000000,4.1092040000,0.0001621510
1.3925000000,4.1085640000,0.0001615449
1.3950000000,4.1079280000,0.0001609434
1.3975000000,4.1072960000,0.0001603464
1.4000000000,4.1066680000,0.0001597541
1.4025000000,4.1060440000,0.0001591661
1.4050000000,4.1054240000,0.0001585827
1.4075000000,4.1048080000,0.0001580035
1.4100000000,4.1041960000,0.0001574287
1.4125000000,4.1035880000,0.0001568582
1.4150000000,4.1029830000,0.0001562920
1.4175000000,4.1023820000,0.0001557299
1.4200000000,4.1017850000,0.0001551719
1.4225000000,4.1011910000,0.0001546181
1.4250000000,4.1006010000,0.0001540682
1.4275000000,4.1000150000,0.0001535224
1.4300000000,4.0994320000,0.0001529806
1.4325000000,4.0988530000,0.0001524426
1.4350000000,4.0982780000,0.0001519086
1.4375000000,4.0977050000,0.0001513783
1.4400000000,4.0971370000,0.0001508519
1.4425000000,4.0965720000,0.0001503292
1.4450000000,4.0960100000,0.0001498102
1.4475000000,4.0954510000,0.0001492949
1.4500000000,4.0948960000,0.0001487832
1.4525000000,4.0943450000,0.0001482751
1.4550000000,4.0937960000,0.0001477706
1.4575000000,4.0932510000,0.0001472695
1.4600000000,4.0927090000,0.0001467720
1.4625000000,4.0921700000,0.0001462779
1.4650000000,4.0916350000,0.0001457872
1.4675000000,4.0911020000,0.0001452999
1.4700000000,4.0905730000,0.0001448159
1.4725000000,4.0900470000,0.0001443352
1.4750000000,4.0895240000,0.0001438578
1.4775000000,4.0890040000,0.0001433836
1.4800000000,4.0884870000,0.0001429126
1.4825000000,4.0879730000,0.0001424448
1.4850000000,4.0874620000,0.0001419801
1.4875000000,4.0869540000,0.0001415186
1.4900000000,4.0864490000,0.0001410601
1.4925000000,4.0859470000,0.0001406046
1.4950000000,4.0854480000,0.0001401522
1.4975000000,4.0849520000,0.0001397027
1.5000000000,4.0844580000,0.0001392562
1.5025000000,4.0839670000,0.0001388126
1.5050000000,4.0834800000,0.0001383719
1.5075000000,4.0829940000,0.0001379341
1.5100000000,4.0825120000,0.0001374991
1.5125000000,4.0820320000,0.0001370670
1.5150000000,4.0815560000,0.0001366376
1.5175000000,4.0810810000,0.0001362109
1.5200000000,4.0806100000,0.0001357870
1.5225000000,4.0801410000,0.0001353658
1.5250000000,4.0796750000,0.0001349473
1.5275000000,4.0792110000,0.0001345314
1.5300000000,4.0787500000,0.0001341182
1.5325000000,4.0782920000,0.0001337075
1.5350000000,4.0778360000,0.0001332994
1.5375000000,4.0773820000,0.0001328939
1.5400000000,4.0769310000,0.0001324909
1.5425000000,4.0764830000,0.0001320904
1.5450000000,4.0760370000,0.0001316924
1.5475000000,4.0755940000,0.0001312968
1.5500000000,4.0751530000,0.0001309037
1.5525000000,4.0747140000,0.0001305130
1.5550000000,4.0742780000,0.0001301247
1.5575000000,4.0738440000,0.0001297387
1.5600000000,4.0734130000,0.0001293551
1.5625000000,4.0729840000,0.0001289737
1.5650000000,4.0725570000,0.0001285947
1.5675000000,4.0721320000,0.0001282180
1.5700000000,4.0717100000,0.0001278436
1.5725000000,4.0712900000,0.0001274713
1.5750000000,4.0708730000,0.0001271013
1.5775000000,4.0704570000,0.0001267335
1.5800000000,4.0700440000,0.0001263679
1.5825000000,4.0696330000,0.0001260044
1.5850000000,4.0692240000,0.0001256431
1.5875000000,4.0688180000,0.0001252839
1.5900000000,4.0684130000,0.0001249268
1.5925000000,4.0680110000,0.0001245717
1.5950000000,4.0676110000,0.0001242188
1.5975000000,4.0672130000,0.0001238678
1.6000000000,4.0668170000,0.0001235189
1.6025000000,4.0664230000,0.0001231721
1.6050000000,4.0660310000,0.0001228272
1.6075000000,4.0656420000,0.0001224842
1.6100000000,4.0652540000,0.0001221433
1.6125000000,4.0648680000,0.0001218043
1.6150000000,4.0644850000,0.0001214672
1.6175000000,4.0641030000,0.0001211320
1.6200000000,4.0637230000,0.0001207987
1.6225000000,4.0633460000,0.0001204673
1.6250000000,4.0629700000,0.0001201377
1.6275000000,4.0625960000,0.0001198100
1.6300000000,4.0622240000,0.0001194841
1.6325000000,4.0618540000,0.0001191600
1.6350000000,4.0614860000,0.0001188377
1.6375000000,4.0611200000,0.0001185172
1.6400000000,4.0607560000,0.0001181984
1.6425000000,4.0603930000,0.0001178814
1.6450000000,4.0600330000,0.0001175662
1.6475000000,4.0596740000,0.0001172526
1.6500000000,4.0593170000,0.0001169408
1.6525000000,4.0589620000,0.0001166307
1.6550000000,4.0586080000,0.0001163222
1.6575000000,4.0582570000,0.0001160154
1.6600000000,4.0579070000,0.0001157103
1.6625000000,4.0575590000,0.0001154068
1.6650000000,4.0572130000,0.0001151049
1.6675000000,4.0568680000,0.0001148046
1.6700000000,4.0565250000,0.0001145059
1.6725000000,4.0561840000,0.0001142089
1.6750000000,4.0558450000,0.0001139133
1.6775000000,4.0555070000,0.0001136194
1.6800000000,4.0551710000,0.0001133270
1.6825000000,4.0548360000,0.0001130361
1.6850000000,4.0545040000,0.0001127468
1.6875000000,4.0541730000,0.0001124589
1.6900000000,4.0538430000,0.0001121726