measWL,meas202210_Ravg,+,-,meas202210_Tavg,+,-,meas202210_Aavg,+,-
1199,0.541559076,0.020007582,-0.020315788,0.429304584,0.014984795,-0.014355611,0.029136339,0.03370145,-0.031791465
1200,0.541562052,0.01962986,-0.020131478,0.429722279,0.015127382,-0.014408174,0.028715669,0.033612119,-0.032116147
1201,0.541353012,0.019760806,-0.020551345,0.429839379,0.01534092,-0.014576318,0.028807609,0.034068659,-0.032638695
1202,0.540799556,0.019718472,-0.020478885,0.430171241,0.015017368,-0.014441103,0.029029203,0.033837244,-0.032264957
1203,0.540433689,0.019665233,-0.02054609,0.43018904,0.015257342,-0.014574225,0.029377271,0.033997889,-0.032619236
1204,0.540466754,0.019605842,-0.020306856,0.430553012,0.01529662,-0.0145183,0.028980234,0.033863124,-0.032464802
1205,0.540164469,0.019956489,-0.02047717,0.430812112,0.01512999,-0.01461154,0.029023418,0.0337915,-0.032119867
1206,0.540007001,0.019923495,-0.020425245,0.431153183,0.01539441,-0.014596731,0.028839816,0.03401423,-0.032357712
1207,0.53987499,0.019772416,-0.020690493,0.431147862,0.015177617,-0.014565692,0.028977147,0.034106183,-0.032569938
1208,0.539373065,0.019939187,-0.02042658,0.432070565,0.015036778,-0.014503977,0.028556371,0.033800644,-0.031967964
1209,0.539227014,0.020056093,-0.020554983,0.432142479,0.015330873,-0.014650287,0.028630506,0.034061983,-0.032277388
1210,0.5393769,0.019760121,-0.020303404,0.432686848,0.015220325,-0.014473682,0.027936252,0.033900183,-0.03219989
1211,0.539431936,0.019878887,-0.02059932,0.432620088,0.015036406,-0.014250563,0.027947976,0.034243893,-0.032212973
1212,0.5383526,0.01964404,-0.020603153,0.433477857,0.015300082,-0.01448186,0.028169543,0.034291977,-0.032685189
1213,0.538515518,0.019749859,-0.020502725,0.433286304,0.015033568,-0.014515449,0.028198178,0.033900891,-0.032210802
1214,0.538737127,0.019398722,-0.020128553,0.433478452,0.015204024,-0.014508168,0.027784421,0.033700626,-0.032341315
1215,0.539183226,0.019508448,-0.02020346,0.433664712,0.015176391,-0.014455964,0.027152062,0.033807628,-0.032296053
1216,0.539093686,0.019419137,-0.020184332,0.434137442,0.015302473,-0.014553912,0.026768872,0.033824297,-0.032488613
1217,0.538243098,0.019206432,-0.020042796,0.434392153,0.015299198,-0.014509266,0.027364749,0.033732409,-0.032523814
1218,0.539137978,0.019433698,-0.020231294,0.43468352,0.015007064,-0.014384818,0.026178503,0.033779489,-0.032229757
1219,0.539125531,0.019467336,-0.019956633,0.434795468,0.015271629,-0.014433719,0.026079001,0.033708634,-0.032168684
1220,0.53875308,0.019596096,-0.020202321,0.43486259,0.015164983,-0.014612644,0.02638433,0.033677094,-0.03218368
1221,0.539001582,0.019324566,-0.019975343,0.435111885,0.015109012,-0.01433913,0.025886533,0.033678835,-0.032165216
1222,0.539260718,0.019395853,-0.020094465,0.435770791,0.015131021,-0.014169691,0.024968491,0.034009041,-0.032249722
1223,0.538694825,0.019303149,-0.019737924,0.435751858,0.015067616,-0.014269129,0.025553317,0.033492749,-0.031884498
1224,0.538826018,0.019111211,-0.019968698,0.436100066,0.015242883,-0.0143235,0.025073916,0.033845265,-0.032500445
1225,0.538946163,0.019084851,-0.019696058,0.436504532,0.014975244,-0.014064624,0.024549305,0.033592293,-0.031973043
1226,0.538040334,0.019271856,-0.019889883,0.436187943,0.015226465,-0.014301627,0.025771723,0.033775651,-0.032217579
1227,0.53835031,0.019005124,-0.019728096,0.436419287,0.01540916,-0.014233962,0.025230402,0.033860926,-0.032503935
1228,0.538280982,0.019113065,-0.019643178,0.436794113,0.015223703,-0.014305843,0.024924905,0.033541374,-0.032118416
1229,0.538373717,0.019093168,-0.019585833,0.437155817,0.015179544,-0.014300975,0.024470466,0.033458793,-0.032035871
1230,0.537707896,0.019243859,-0.019289731,0.437320392,0.014969824,-0.014288082,0.024971712,0.032983305,-0.031342303
1231,0.537551385,0.01908441,-0.019821628,0.437256995,0.015213102,-0.014430439,0.02519162,0.033599939,-0.032305423
1232,0.537237333,0.018926062,-0.019440421,0.437973961,0.015168947,-0.014270503,0.024788706,0.033359848,-0.032005992
1233,0.537177058,0.019018449,-0.019446229,0.437792601,0.015062086,-0.014378894,0.025030341,0.03315087,-0.031811214
1234,0.536835237,0.018795715,-0.019233658,0.437939006,0.015168957,-0.014416902,0.025225757,0.033005586,-0.03190548
1235,0.535944789,0.019047494,-0.019488203,0.43775618,0.015280173,-0.014574157,0.026299031,0.033201808,-0.032010145
1236,0.535815159,0.018867458,-0.019354377,0.438329177,0.015031689,-0.014182322,0.025855664,0.033243999,-0.031795944
1237,0.535251209,0.018816355,-0.019184672,0.438195646,0.01543126,-0.014802259,0.026553145,0.032826413,-0.032050544
1238,0.534414092,0.018695801,-0.019417264,0.438366983,0.015289926,-0.014560003,0.027218925,0.0331736,-0.032253183
1239,0.53453976,0.018895033,-0.019226568,0.438671308,0.015227662,-0.014470418,0.026788931,0.033023513,-0.031792732
1240,0.533788812,0.018940008,-0.019301631,0.43883094,0.015247316,-0.01448706,0.027380248,0.033105512,-0.031825983
1241,0.53335431,0.01883864,-0.0192466,0.439031941,0.015416701,-0.014606236,0.02761375,0.033097203,-0.032026071
1242,0.53324788,0.018733154,-0.019279307,0.439126569,0.01523662,-0.014627753,0.027625551,0.032941807,-0.031983211
1243,0.532486612,0.018632936,-0.019253855,0.439382068,0.015201046,-0.014496941,0.02813132,0.033021777,-0.031999404
1244,0.531400701,0.018842587,-0.019592412,0.439721118,0.015362645,-0.014590587,0.028878182,0.033429637,-0.032280289
1245,0.531719575,0.018704811,-0.019218911,0.440059543,0.015264644,-0.014615221,0.028220882,0.032949954,-0.031932433
1246,0.531175851,0.018804601,-0.019165948,0.44037137,0.015190957,-0.014617718,0.028452779,0.032834998,-0.031687414
1247,0.530666999,0.018601808,-0.019333186,0.440480838,0.015405994,-0.014649291,0.028852163,0.033176649,-0.032268506
1248,0.53081239,0.018861696,-0.019311273,0.440607092,0.015521724,-0.014679621,0.028580518,0.033237404,-0.032105172
1249,0.529724772,0.018508133,-0.019160219,0.440791999,0.015293951,-0.014539214,0.029483228,0.033018123,-0.032039954
1250,0.529647768,0.018482999,-0.01932282,0.440802548,0.015285513,-0.014544879,0.029549684,0.033167448,-0.032227142
1251,0.529343458,0.018754393,-0.01931192,0.44133425,0.015471206,-0.01474884,0.029322292,0.033144342,-0.032121302
1252,0.529063763,0.018736313,-0.01958218,0.441497005,0.015460842,-0.014947304,0.029439232,0.033211545,-0.032408123
1253,0.528392895,0.01867934,-0.019360765,0.44177748,0.015421415,-0.014873459,0.029829625,0.033035749,-0.032171676
1254,0.529001458,0.01878027,-0.019466706,0.442350877,0.015472385,-0.014855048,0.028647665,0.033226306,-0.03225134
1255,0.52799303,0.019198703,-0.019794328,0.442219153,0.015360919,-0.014922948,0.029787817,0.033376873,-0.032040945
1256,0.527759697,0.018587764,-0.019115988,0.443105744,0.01538095,-0.01471591,0.029134558,0.032952583,-0.03194505
1257,0.527790339,0.019177678,-0.019392115,0.443032166,0.015349429,-0.014890761,0.029177495,0.033021838,-0.031617684
1258,0.527451874,0.018908135,-0.019385505,0.443685927,0.0154216,-0.014810917,0.0288622,0.033183794,-0.031942853
1259,0.526825177,0.018743205,-0.019570499,0.443782464,0.015437626,-0.015042836,0.029392359,0.033155025,-0.032302608
1260,0.527345562,0.018760855,-0.019421845,0.443965907,0.015102473,-0.014771948,0.02868853,0.032967455,-0.031806601
1261,0.526689161,0.019165245,-0.019273569,0.444376933,0.015319513,-0.014640886,0.028933906,0.033167687,-0.031443331
1262,0.526158197,0.018918399,-0.019628351,0.444631844,0.015442805,-0.015008593,0.02920996,0.033278964,-0.032175251
1263,0.526682919,0.018624438,-0.019277196,0.445178135,0.015120292,-0.014501923,0.028138947,0.033148097,-0.031788593
1264,0.526403,0.018874506,-0.019508047,0.445210686,0.015411384,-0.014934335,0.028386314,0.033221704,-0.032066868
1265,0.526145725,0.018730227,-0.019285537,0.445846785,0.015455453,-0.014987603,0.02800749,0.033007622,-0.032011701
1266,0.526247781,0.01894464,-0.019418794,0.445813212,0.015273591,-0.014810394,0.027939006,0.033145754,-0.031759798
1267,0.525881205,0.018726551,-0.019352275,0.44586901,0.015597112,-0.01499729,0.028249785,0.033198786,-0.032220458
1268,0.525624434,0.018799729,-0.019267349,0.446303024,0.015230863,-0.014542165,0.028072542,0.033237851,-0.031683626
1269,0.525216756,0.018667447,-0.019100133,0.446263413,0.015500302,-0.014999272,0.028519831,0.032866013,-0.031896314
1270,0.525753664,0.01859976,-0.018904374,0.446999557,0.015408647,-0.014807272,0.027246779,0.032799309,-0.031679589
1271,0.525506442,0.019158362,-0.019308632,0.447120546,0.015360523,-0.014778044,0.027373013,0.033191315,-0.031495168
1272,0.524980216,0.018862025,-0.019189758,0.447416711,0.015397458,-0.014945853,0.027603072,0.032948818,-0.031687403
1273,0.525481336,0.019194406,-0.019202435,0.447883209,0.015548161,-0.014778273,0.026635455,0.033285809,-0.03153329
1274,0.52475612,0.018556463,-0.019056191,0.447501168,0.015265667,-0.014721375,0.027742712,0.032918297,-0.031713038
1275,0.525925988,0.01903293,-0.019051991,0.448388604,0.015455048,-0.01463878,0.025685408,0.033203215,-0.031454417
1276,0.525355251,0.018720852,-0.019072862,0.448040898,0.015417175,-0.014650606,0.02660385,0.033165555,-0.031734721
1277,0.525961583,0.01919167,-0.01913192,0.448659969,0.015431476,-0.014608643,0.025378448,0.033299697,-0.031431562
1278,0.525145546,0.018453001,-0.01890233,0.448871136,0.015357328,-0.014632799,0.025983318,0.032982826,-0.031755743
1279,0.52496379,0.018804063,-0.018999298,0.449409064,0.015251792,-0.014568806,0.025627146,0.033061476,-0.031396994
1280,0.525103439,0.01897826,-0.019027501,0.449477066,0.015164574,-0.014497994,0.025419494,0.033080514,-0.031386189
1281,0.524717036,0.018254433,-0.01875234,0.449056315,0.015396898,-0.014575957,0.026226649,0.032932823,-0.031822553
1282,0.524964857,0.018633266,-0.01874481,0.449824255,0.015183677,-0.014428222,0.025210887,0.032896607,-0.031229478
1283,0.524461297,0.018721548,-0.018939501,0.449876784,0.01540824,-0.014573409,0.025661919,0.03315926,-0.03155832
1284,0.523911416,0.018695313,-0.018885435,0.449925106,0.015126103,-0.014432948,0.026163478,0.032981487,-0.031229532
1285,0.524029745,0.018826054,-0.018975814,0.450904708,0.01530541,-0.014527995,0.025065546,0.033176782,-0.031377398
1286,0.52378733,0.018524233,-0.018618285,0.450653209,0.015133322,-0.014411618,0.025559461,0.032765582,-0.031120664
1287,0.522827477,0.018781673,-0.018823428,0.450477022,0.015182743,-0.014399233,0.026695501,0.033024058,-0.031356324
1288,0.5230975,0.018449049,-0.018669739,0.450880038,0.015379242,-0.014503765,0.026022461,0.032963684,-0.031476989
1289,0.523039345,0.018417153,-0.01829563,0.451459395,0.015150313,-0.014316344,0.02550126,0.032579796,-0.031140585
1290,0.522834923,0.018630876,-0.018720244,0.451076874,0.015561309,-0.014528624,0.026088203,0.033167041,-0.031523469
1291,0.522205713,0.01819508,-0.018076127,0.45192333,0.015101795,-0.014406908,0.025870957,0.032483035,-0.031110422
1292,0.522214878,0.018310349,-0.018449227,0.451608051,0.015234223,-0.014392734,0.02617707,0.032841962,-0.031211679
1293,0.521505578,0.018015617,-0.018111752,0.451976838,0.015097306,-0.014359249,0.026517584,0.032471001,-0.030991181
1294,0.521278843,0.018283392,-0.018372639,0.452302555,0.015333064,-0.014428127,0.026418602,0.032800766,-0.031229807
1295,0.520091834,0.018446072,-0.018621818,0.452054221,0.015239097,-0.014406939,0.027853945,0.032917885,-0.031204344
1296,0.520175209,0.018341271,-0.01820205,0.452501593,0.015401415,-0.014541911,0.027323198,0.032743961,-0.03111662
1297,0.519343178,0.017834381,-0.017980162,0.452383931,0.015159356,-0.014431566,0.02827289,0.032186975,-0.031033878
1298,0.519824572,0.018430127,-0.018274616,0.453023387,0.015436367,-0.014625331,0.027152041,0.032568839,-0.031041358
1299,0.518624872,0.018161243,-0.018121376,0.453028925,0.015085767,-0.014415794,0.028346203,0.032295136,-0.030876159
1300,0.518616781,0.018473621,-0.018395255,0.453665865,0.015460183,-0.0146069,0.027717354,0.032750735,-0.031115789
1301,0.517700235,0.017882476,-0.017906128,0.453327978,0.015153258,-0.01446968,0.028971787,0.032099055,-0.030854832
1302,0.517875824,0.018050774,-0.018119226,0.453796507,0.015463196,-0.014622008,0.028327669,0.032466583,-0.031227694
1303,0.517172213,0.018457709,-0.018319031,0.454041523,0.01552679,-0.014537089,0.028786263,0.032856119,-0.031145904
1304,0.517300352,0.018280175,-0.018226905,0.454177833,0.015514657,-0.014609354,0.028521814,0.032836259,-0.031147896
1305,0.516300621,0.018164263,-0.018183349,0.454220233,0.01543609,-0.014805835,0.029479146,0.032334804,-0.031110853
1306,0.516490435,0.01811711,-0.017893256,0.454575484,0.015268035,-0.014500623,0.028934081,0.032202937,-0.030837613
1307,0.515975485,0.018203681,-0.018237514,0.454630019,0.015508046,-0.014740086,0.029394496,0.032535492,-0.031191757
1308,0.515222849,0.01805377,-0.017995111,0.455179046,0.015401806,-0.014651378,0.029598105,0.032299177,-0.030956848
1309,0.514822016,0.018096412,-0.018184815,0.455133184,0.015834739,-0.015000065,0.0300448,0.032546451,-0.031537297
1310,0.514591198,0.017878165,-0.018118449,0.455347622,0.015663241,-0.015000653,0.03006118,0.032324797,-0.031507078
1311,0.514297538,0.018025935,-0.017938847,0.455862151,0.015722346,-0.01486968,0.02984031,0.032348165,-0.031219437
1312,0.513458062,0.017766252,-0.017959998,0.456104958,0.015726658,-0.015006723,0.03043698,0.032244041,-0.031482264
1313,0.513603321,0.017984526,-0.017899127,0.456469921,0.015680292,-0.014953295,0.029926758,0.032204521,-0.031157077
1314,0.513238097,0.017618228,-0.0181151,0.455918646,0.015578681,-0.014852226,0.030843257,0.03240837,-0.031640818
1315,0.513277092,0.017683086,-0.017774741,0.457394883,0.015630202,-0.014858068,0.029328026,0.032157555,-0.031267165
1316,0.513062827,0.01761219,-0.017829809,0.456991717,0.015516532,-0.014838483,0.029945456,0.03211236,-0.031276835
1317,0.51256299,0.018020462,-0.018155535,0.457457488,0.015929136,-0.015091491,0.029979522,0.032588433,-0.031612973
1318,0.512798839,0.017836457,-0.018196504,0.457354153,0.015398342,-0.014861861,0.029847008,0.032355879,-0.031316326
1319,0.512655076,0.017700262,-0.018046009,0.457903252,0.015856479,-0.014982261,0.029441672,0.032533866,-0.031746808
1320,0.51195377,0.017536455,-0.018153101,0.458381758,0.015757024,-0.01497703,0.029664472,0.032567719,-0.031905139
1321,0.512792686,0.017733288,-0.017945948,0.458409868,0.015643156,-0.014665485,0.028797447,0.032611433,-0.031398081
1322,0.511987258,0.01752246,-0.017953724,0.458693109,0.01575379,-0.01505276,0.029319633,0.03229945,-0.031705133
1323,0.512082924,0.017545172,-0.017947714,0.45929912,0.01570324,-0.014749467,0.028617956,0.032568367,-0.031628181
1324,0.511493508,0.017891753,-0.018114362,0.459394963,0.015768743,-0.014967255,0.029111529,0.032581959,-0.031507471
1325,0.511882852,0.01739996,-0.018112912,0.460010646,0.015580291,-0.014801668,0.028106502,0.032588167,-0.031820229
1326,0.511732011,0.017567817,-0.017947949,0.459929553,0.016076133,-0.014921146,0.028338436,0.032869095,-0.031968802
1327,0.510926582,0.017795378,-0.01807339,0.460080556,0.015643588,-0.014746117,0.028992862,0.032666025,-0.031419227
1328,0.511845043,0.017663547,-0.017971008,0.460448554,0.015747278,-0.014766404,0.027706403,0.032737413,-0.031571884
1329,0.511524181,0.017711502,-0.018042936,0.460958572,0.01567839,-0.014818323,0.027517247,0.032861259,-0.031522388
1330,0.511413812,0.017864067,-0.018213453,0.460900152,0.015801469,-0.014776343,0.027686035,0.032950566,-0.03167086
1331,0.511555879,0.017514957,-0.017895687,0.461563019,0.015539306,-0.01472071,0.026881102,0.032616398,-0.031424383
1332,0.511148845,0.017812124,-0.01796171,0.4616804,0.015600111,-0.014760401,0.027170754,0.032549908,-0.031246673
1333,0.51094116,0.017304351,-0.017623628,0.462144988,0.015683245,-0.014760079,0.026913852,0.032305188,-0.031472739
1334,0.510614292,0.017464984,-0.017632517,0.462413647,0.015731474,-0.014974138,0.02697206,0.032606655,-0.031360575
1335,0.510879625,0.017355711,-0.017723394,0.46215915,0.015716458,-0.014849272,0.026961224,0.032572667,-0.031558798
1336,0.510946817,0.017477237,-0.01754334,0.462966778,0.015701373,-0.014881191,0.026086405,0.032424531,-0.031232888
1337,0.511307146,0.017316128,-0.017568939,0.463242885,0.015507232,-0.014743658,0.025449968,0.032312597,-0.031237179
1338,0.51096118,0.017195034,-0.017553362,0.463272096,0.015515336,-0.014766395,0.025766724,0.032319757,-0.031340099
1339,0.510481167,0.017293013,-0.017432969,0.463206138,0.01534931,-0.014756062,0.026312694,0.032189031,-0.030934744
1340,0.510363797,0.017349066,-0.017574033,0.463519881,0.015564812,-0.014770385,0.026116321,0.032177403,-0.031240679
1341,0.510309933,0.017370067,-0.017522369,0.463450363,0.01570813,-0.015008468,0.026239703,0.032530837,-0.031306622
1342,0.509762471,0.017369534,-0.017670111,0.463653224,0.015713454,-0.014891559,0.026584306,0.03256167,-0.03145395
1343,0.509886708,0.017248863,-0.017655369,0.463804891,0.015944286,-0.014953987,0.026308401,0.032609355,-0.031793296
1344,0.509464502,0.017225897,-0.01747051,0.464256633,0.015626124,-0.014991996,0.026278865,0.032462506,-0.031289924
1345,0.509420299,0.017100591,-0.017318522,0.464079532,0.015705519,-0.014901386,0.026500169,0.032219907,-0.031331991
1346,0.509735077,0.017140882,-0.017244849,0.464516934,0.015748962,-0.014948704,0.025747989,0.032193553,-0.031265773
1347,0.508588345,0.016859802,-0.017402324,0.464219236,0.01583934,-0.014996908,0.027192419,0.032399233,-0.031772173
1348,0.508255029,0.017119621,-0.017472106,0.464411208,0.01594947,-0.014990419,0.027333763,0.032462524,-0.031687201
1349,0.508480322,0.017275591,-0.017358757,0.46479937,0.015570417,-0.014966069,0.026720308,0.032324827,-0.031038159
1350,0.508620699,0.017443487,-0.0174707,0.464995616,0.015755165,-0.015012796,0.026383685,0.032483496,-0.031177829
1351,0.507833427,0.016928057,-0.017028111,0.465247169,0.015765141,-0.015250452,0.026919403,0.032278563,-0.031211112
1352,0.507627664,0.01690743,-0.016950149,0.465332529,0.01565345,-0.015121773,0.027039807,0.032071923,-0.031031473
1353,0.508088164,0.017027936,-0.017036445,0.465909407,0.015578363,-0.015120146,0.026002429,0.032156591,-0.030940473
1354,0.507197505,0.017300474,-0.017074408,0.466061844,0.015442434,-0.014929969,0.026740651,0.032004378,-0.03082851
1355,0.50686879,0.017586891,-0.017236002,0.465887714,0.015610312,-0.015190614,0.027243497,0.032426616,-0.031218915
1356,0.506809179,0.017305921,-0.016877234,0.466626426,0.015381418,-0.015345137,0.026564395,0.032222372,-0.031351713
1357,0.506158348,0.017197833,-0.01711821,0.466144385,0.015723763,-0.014886601,0.027697266,0.031838378,-0.030948487
1358,0.505378467,0.017991475,-0.018015816,0.465870578,0.016053269,-0.015101633,0.028750955,0.03282257,-0.031415529
1359,0.505524821,0.017520478,-0.016950056,0.466899991,0.015283267,-0.015190002,0.027575188,0.032140058,-0.031507388
1360,0.504774705,0.01803089,-0.017427074,0.46780144,0.01499431,-0.015459235,0.027423855,0.032886309,-0.032618014
1361,0.505020905,0.016853579,-0.016370727,0.467830272,0.015429981,-0.015459513,0.027148824,0.03183024,-0.031006138
1362,0.504244942,0.016924566,-0.01673803,0.468291859,0.015385698,-0.015312715,0.027463199,0.032050745,-0.030978522
1363,0.504750341,0.017210978,-0.016879114,0.467311115,0.015106602,-0.015169042,0.027938545,0.032048156,-0.031363868
1364,0.502949165,0.018231836,-0.018058333,0.467230458,0.015671167,-0.015162272,0.029820377,0.033220606,-0.031810701
1365,0.502743652,0.017118344,-0.016497345,0.469461572,0.01566613,-0.015555611,0.027794776,0.032052956,-0.031182709
1366,0.502490902,0.017469497,-0.016634963,0.467736517,0.015199088,-0.015141022,0.029772581,0.031775985,-0.03151212
1367,0.501954696,0.017772427,-0.017547993,0.468337193,0.015913067,-0.015252523,0.029708111,0.032800516,-0.031236375
1368,0.501772172,0.016373458,-0.016498473,0.469575522,0.01571639,-0.015342817,0.028652306,0.03184129,-0.03098397
1369,0.501035704,0.016980209,-0.016891562,0.46934249,0.015503118,-0.015247125,0.029621806,0.032138687,-0.030876667
1370,0.500282645,0.017277844,-0.017095629,0.469161392,0.015892908,-0.015353775,0.030555963,0.032449403,-0.030892662
1371,0.500194821,0.016903479,-0.016456183,0.469907104,0.015721087,-0.015481277,0.029898076,0.031937461,-0.030846494
1372,0.499571372,0.017185636,-0.017016114,0.469571864,0.016020361,-0.01537498,0.030856764,0.032391095,-0.030963484
1373,0.499359267,0.016923663,-0.017736769,0.469141803,0.016482491,-0.015450309,0.03149893,0.032702919,-0.032446848
1374,0.49909297,0.016220248,-0.016823725,0.469568786,0.015965624,-0.015110388,0.031338244,0.031934113,-0.031656381
1375,0.498283093,0.016891517,-0.017003037,0.470105426,0.016034088,-0.015447215,0.031611481,0.032450252,-0.031221186
1376,0.497786939,0.016742933,-0.01659367,0.470376343,0.016077031,-0.015719089,0.031836718,0.032312759,-0.03096406
1377,0.498009419,0.017309834,-0.01719708,0.470375896,0.016042168,-0.015287132,0.031614685,0.032484212,-0.031009293
1378,0.498094661,0.016651175,-0.016604627,0.471104932,0.015726114,-0.015439283,0.030800408,0.03204391,-0.030725197
1379,0.497158544,0.017488938,-0.017229543,0.470730797,0.016395721,-0.015386201,0.032110658,0.032615744,-0.031194265
1380,0.497818853,0.01654754,-0.016607,0.471657021,0.016069316,-0.015565819,0.030524126,0.032172819,-0.031166792
1381,0.496925454,0.017320601,-0.017518693,0.471395626,0.016300469,-0.015352304,0.031678919,0.032870997,-0.031567825
1382,0.498090302,0.016377036,-0.016045227,0.472345208,0.015596052,-0.015956879,0.02956449,0.032002106,-0.031018725
1383,0.496746303,0.018235905,-0.017999173,0.471794228,0.016329703,-0.0152226,0.031459469,0.033221773,-0.031348739
1384,0.498084003,0.015500665,-0.015259757,0.473149976,0.01530158,-0.016124275,0.028766021,0.031275189,-0.030802245
1385,0.496220315,0.018106424,-0.018366575,0.472077124,0.01644128,-0.015585937,0.031702561,0.033251478,-0.031803297
1386,0.496762654,0.016791434,-0.01683623,0.473090951,0.015960116,-0.015038599,0.030146395,0.031874829,-0.031027381
1387,0.496216087,0.016801709,-0.016831497,0.473102615,0.016093114,-0.015279587,0.030681298,0.032111084,-0.031129695
1388,0.495423546,0.01657573,-0.016963845,0.473429366,0.01611441,-0.015764765,0.031147088,0.032728609,-0.031495199
1389,0.496191528,0.015964343,-0.015996351,0.474440883,0.015150739,-0.015551999,0.029367589,0.03154835,-0.030680403
1390,0.495016228,0.017510255,-0.017942739,0.473321078,0.015923446,-0.01506759,0.031662694,0.032897811,-0.03139769
1391,0.495929281,0.015838255,-0.016380574,0.474880817,0.015678056,-0.015650476,0.029189902,0.03203105,-0.031191203
1392,0.494231336,0.016501093,-0.016734456,0.474054481,0.015894987,-0.015809954,0.031714183,0.03254441,-0.031073281
1393,0.495118896,0.016299815,-0.016309465,0.474944887,0.015498181,-0.015727975,0.029936217,0.03203744,-0.030869479
1394,0.495403318,0.016726234,-0.016787588,0.474694637,0.016001452,-0.016016192,0.029902045,0.03280378,-0.031091629
1395,0.495382895,0.016197869,-0.016579815,0.475908759,0.01596748,-0.015793549,0.028708346,0.032373363,-0.031317201
1396,0.495341887,0.016501931,-0.016250628,0.475909393,0.015596534,-0.016061538,0.02874872,0.032312166,-0.031354584
1397,0.495107993,0.017216814,-0.016703176,0.476126859,0.01560998,-0.015739141,0.028765148,0.032442316,-0.031719801
1398,0.495454369,0.016489034,-0.016673721,0.475470831,0.015495155,-0.015711904,0.0290748,0.032385625,-0.031059461
1399,0.495162352,0.016328278,-0.016991436,0.476227047,0.016086392,-0.015820772,0.028610601,0.032812208,-0.03173658
